79612 78209 77120 81708 
158451 147063 167133 143982 
259473 248553 209671 204663 
322111 292563 342575 327647 
331381 353949 400390 430414 
440245 432620 419009 421608 
583498 615614 486942 482693 
566258 555222 547928 540891 
612181 708572 647290 604407 
679016 738677 767256 691609 
